,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
311,Bi,Os,35.48345908,13.98369767,208.9804,190.23,1837.0,5285.0,31.0,0.0,15,8,148,144,9780.0,22590.0,1.16,1.85,2.02,2.2,7.2855,8.43823,0.0,0.0,-3.9736943999999994,-11.22070399,4.039197959,3.0430820539999996,5.089070533,3.834043137,0.0,0.0,32.95,14.09,5300,5500,6000,9100,0.122,0.13,25.52,24.7,11.106,57.85,35.38,13.8,0,0,0,1,0,0,1,1,0,0,0,0,544.4,3306.0,86,57,162,135,3,4,29,22,0,4,10,6,0,0,14,14,3,0,3,0,0,0,2,2,83,76,0.4,8.5,6,6,12.0,222.0,12,194,3.0,12.0,3.1122099999999997,2.69382,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
312,Bi,Pa,35.48345908,24.96116063,208.9804,231.03586,1837.0,4273.0,31.0,0.0,15,3,148,200,9780.0,15370.0,1.16,0.0,2.02,1.5,7.2855,5.89,0.0,0.0,-3.9736943999999994,-9.49741247,4.039197959,3.692852039,5.089070533,4.652702018,0.0,0.0,32.95,25.18,5300,0,6000,0,0.122,0.0,25.52,0.0,11.106,12.34,35.38,24.94,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1845.0,86,18,162,165,3,21,29,5,0,9,10,1,0,12,14,2,3,0,3,0,0,0,2,2,83,91,0.4,25.4,6,7,12.0,0.0,12,139,3.0,12.0,3.1122099999999997,3.29125,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
313,Bi,Pb,35.48345908,30.34142301,208.9804,207.2,1837.0,2022.0,31.0,46.0,15,14,148,146,9780.0,11340.0,1.16,1.15,2.02,2.33,7.2855,7.4166300000000005,0.0,0.0,-3.9736943999999994,-3.62902961,4.039197959,3.830865877,5.089070533,4.826588558,0.0,0.0,32.95,28.11,5300,2700,6000,1800,0.122,0.13,25.52,24.7,11.106,4.774,35.38,30.32,0,0,0,0,0,0,1,1,0,0,0,0,544.4,600.61,86,81,162,174,3,4,29,28,0,0,10,10,0,0,14,14,3,4,3,2,0,0,2,2,83,82,0.4,6.995,6,6,12.0,5.6,12,225,3.0,12.0,3.1122099999999997,3.5745400000000003,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
314,Bi,Pd,35.48345908,14.69838627,208.9804,106.42,1837.0,3236.0,31.0,180.0,15,10,148,139,9780.0,12023.0,1.16,1.67,2.02,2.2,7.2855,8.3369,0.0,0.0,-3.9736943999999994,-5.13777457,4.039197959,3.0659471110000003,5.089070533,3.8628513030000002,0.0,0.0,32.95,14.41,5300,3200,6000,8000,0.122,0.244,25.52,25.98,11.106,16.74,35.38,14.72,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1828.05,86,62,162,142,3,0,29,10,0,0,10,10,0,0,14,0,3,0,3,0,0,0,2,0,83,46,0.4,4.8,6,5,12.0,44.0,12,225,3.0,12.0,3.1122099999999997,2.79543,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
315,Bi,Pr,35.48345908,35.23917573,208.9804,140.90765,1837.0,3563.0,31.0,29.0,15,3,148,203,9780.0,6640.0,1.16,1.2,2.02,1.13,7.2855,5.473,0.0,0.0,-3.9736943999999994,-4.77382996,4.039197959,4.14761076,5.089070533,5.225662103,0.0,0.0,32.95,35.675,5300,9500,6000,3100,0.122,0.193,25.52,27.2,11.106,6.89,35.38,34.5,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1204.0,86,17,162,183,3,11,29,5,0,0,10,0,0,11,14,3,3,0,3,0,0,0,2,2,83,59,0.4,28.2,6,6,12.0,15.0,12,194,3.0,12.0,3.1122099999999997,3.70191,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
316,Bi,Sc,35.48345908,25.00931092,208.9804,44.955912,1837.0,3103.0,31.0,57.0,15,3,148,170,9780.0,2985.0,1.16,1.27,2.02,1.36,7.2855,6.561489999999999,0.0,0.0,-3.9736943999999994,-6.28551309,4.039197959,3.5428740210000003,5.089070533,4.463741557,0.0,6.35e-06,32.95,22.235,5300,5500,6000,4500,0.122,0.568,25.52,25.52,11.106,14.1,35.38,24.96,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1814.0,86,11,162,162,3,9,29,3,0,9,10,1,0,0,14,0,3,0,3,0,0,0,2,2,83,21,0.4,17.8,6,4,12.0,29.0,12,194,3.0,12.0,3.1122099999999997,3.21375,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
317,Bi,Se,35.48345908,27.20880463,208.9804,78.96,1837.0,958.0,31.0,8.3,15,16,148,120,9780.0,4819.0,1.16,0.0,2.02,2.55,7.2855,9.75239,0.0,0.799,-3.9736943999999994,-3.47079191,4.039197959,3.7286790069999998,5.089070533,4.697841169,0.0,0.0,32.95,25.92,5300,2200,6000,6000,0.122,0.321,25.52,25.363000000000003,11.106,6.69,35.38,29.81,0,0,0,0,0,0,1,0,0,0,0,1,544.4,494.0,86,89,162,118,3,2,29,16,0,0,10,10,0,0,14,0,3,2,3,4,0,0,2,2,83,34,0.4,3.77,6,4,12.0,3.7,12,14,3.0,2.0,3.1122099999999997,2.364,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]"
318,Bi,Si,35.48345908,20.01637772,208.9804,28.0855,1837.0,3173.0,31.0,100.0,15,14,148,111,9780.0,2330.0,1.16,1.5,2.02,1.9,7.2855,8.15168,0.0,0.773,-3.9736943999999994,-5.424918005,4.039197959,3.4448498389999997,5.089070533,4.340238825,0.0,0.0,32.95,20.44,5300,4700,6000,1000,0.122,0.7120000000000001,25.52,19.99,11.106,50.21,35.38,20.02,0,0,0,0,0,0,1,0,0,1,0,0,544.4,1687.0,86,78,162,110,3,4,29,4,0,0,10,0,0,0,14,0,3,4,3,2,0,0,2,2,83,14,0.4,5.53,6,3,12.0,0.0,12,227,3.0,4.0,3.1122099999999997,2.36803,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
319,Bi,Sm,35.48345908,33.95681901,208.9804,150.36,1837.0,2076.0,31.0,38.0,15,3,148,198,9780.0,7353.0,1.16,1.21,2.02,1.17,7.2855,5.6437,0.0,0.0,-3.9736943999999994,-4.713379635,4.039197959,4.050607032,5.089070533,5.103445064,0.0,0.0,32.95,33.23,5300,9500,6000,3100,0.122,0.196,25.52,29.54,11.106,8.62,35.38,33.14,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1345.0,86,23,162,185,3,8,29,8,0,0,10,0,0,8,14,6,3,0,3,0,0,0,2,2,83,62,0.4,28.8,6,6,12.0,20.0,12,166,3.0,12.0,3.1122099999999997,3.61456,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
320,Bi,Tb,35.48345908,32.10949276,208.9804,158.92535,1837.0,3503.0,31.0,38.7,15,3,148,194,9780.0,8219.0,1.16,1.22,2.02,1.21,7.2855,5.8638,0.0,0.0,-3.9736943999999994,-4.629217697,4.039197959,3.988997542,5.089070533,5.025821971,0.0,0.0,32.95,31.73666667,5300,9500,6000,3100,0.122,0.182,25.52,28.91,11.106,10.15,35.38,31.95,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1629.0,86,29,162,176,3,5,29,11,0,0,10,0,0,5,14,9,3,0,3,0,0,0,2,2,83,65,0.4,25.5,6,6,12.0,22.0,12,194,3.0,12.0,3.1122099999999997,3.54101,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
321,Bi,Th,35.48345908,32.86568321,208.9804,232.03806,1837.0,5093.0,31.0,54.0,15,3,148,206,9780.0,11724.0,1.16,1.28,2.02,1.3,7.2855,6.3067,0.0,0.0,-3.9736943999999994,-7.41254306,4.039197959,4.015357627,5.089070533,5.059033597,0.0,0.0,32.95,32.37,5300,0,6000,0,0.122,0.11800000000000001,25.52,27.32,11.106,13.81,35.38,32.86,0,0,0,0,0,1,1,1,0,0,0,0,544.4,2023.0,86,16,162,178,3,8,29,4,0,8,10,2,0,0,14,0,3,0,3,0,0,0,2,2,83,90,0.4,32.1,6,7,12.0,31.0,12,225,3.0,12.0,3.1122099999999997,3.5605900000000004,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]"
322,Bi,Ti,35.48345908,17.63631716,208.9804,47.867,1837.0,3560.0,31.0,110.0,15,4,148,160,9780.0,4507.0,1.16,1.52,2.02,1.54,7.2855,6.828119999999999,0.0,0.0,-3.9736943999999994,-7.77522712,4.039197959,3.2197991210000003,5.089070533,4.056692689,0.0,2.25e-05,32.95,16.69,5300,1100,6000,1600,0.122,0.524,25.52,25.06,11.106,14.15,35.38,17.67,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1941.0,86,43,162,142,3,8,29,4,0,8,10,2,0,0,14,0,3,0,3,0,0,0,2,2,83,22,0.4,14.6,6,4,12.0,44.0,12,194,3.0,8.0,3.1122099999999997,2.70452,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
323,Bi,Tl,35.48345908,28.64087656,208.9804,204.3833,1837.0,1746.0,31.0,43.0,15,13,148,145,9780.0,11850.0,1.16,1.12,2.02,1.62,7.2855,6.108194,0.0,0.0,-3.9736943999999994,-2.27267753,4.039197959,3.775558738,5.089070533,4.756905929,0.0,0.0,32.95,26.91,5300,6500,6000,6500,0.122,0.129,25.52,26.32,11.106,4.1419999999999995,35.38,28.53,0,0,0,0,0,0,1,1,0,0,0,0,544.4,577.0,86,76,162,172,3,5,29,27,0,0,10,10,0,0,14,14,3,5,3,1,0,0,2,2,83,81,0.4,7.55,6,6,12.0,2.8,12,194,3.0,8.0,3.1122099999999997,3.4325300000000003,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
324,Bi,U,35.48345908,20.7488474,208.9804,238.02891,1837.0,4200.0,31.0,100.0,15,3,148,196,9780.0,19050.0,1.16,1.51,2.02,1.38,7.2855,6.1941,0.0,0.0,-3.9736943999999994,-11.29233996,4.039197959,3.42137628,5.089070533,4.310663995,0.0,0.0,32.95,20.025,5300,0,6000,0,0.122,0.11599999999999999,25.52,27.665,11.106,9.14,35.38,21.18,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1408.0,86,20,162,158,3,20,29,6,0,9,10,1,0,11,14,3,3,0,3,0,0,0,2,2,83,92,0.4,24.9,6,7,12.0,111.0,12,63,3.0,4.0,3.1122099999999997,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
325,Bi,V,35.48345908,13.84489822,208.9804,50.9415,1837.0,3680.0,31.0,160.0,15,5,148,153,9780.0,6110.0,1.16,1.64,2.02,1.63,7.2855,6.7461899999999995,0.0,0.0,-3.9736943999999994,-8.93926069,4.039197959,2.963255488,5.089070533,3.733467966,0.0,0.0,32.95,13.01,5300,3300,6000,3400,0.122,0.489,25.52,24.89,11.106,21.5,35.38,13.88,0,0,0,1,0,0,1,1,0,0,0,0,544.4,2183.0,86,46,162,134,3,7,29,5,0,7,10,3,0,0,14,0,3,0,3,0,0,0,2,2,83,23,0.4,12.4,6,4,12.0,47.0,12,229,3.0,8.0,3.1122099999999997,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
326,Xe,Bi,36952.92402,35.48345908,131.293,208.9804,165.0,1837.0,0.0,31.0,18,15,140,148,5.9,9780.0,0.0,1.16,2.6,2.02,12.12984,7.2855,6.456,0.0,0.04873128,-3.9736943999999994,4.751892136,4.039197959,5.987008929,5.089070533,0.0,0.0,53.65,32.95,0,5300,0,6000,0.158,0.122,20.785999999999998,25.52,2.27,11.106,57.83,35.38,0,0,0,0,0,0,0,1,0,0,1,0,161.3,544.4,102,86,0,162,0,3,18,29,0,0,10,10,0,0,0,14,0,3,6,3,0,0,2,2,54,83,4.044,0.4,5,6,0.0,12.0,225,12,12.0,3.0,4.85032,3.1122099999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
327,Yb,Bi,43.73967194,35.48345908,173.054,208.9804,1469.0,1837.0,31.0,31.0,3,15,187,148,6570.0,9780.0,0.92,1.16,1.26,2.02,6.25416,7.2855,0.0,0.0,-1.47410408,-3.9736943999999994,4.0864514110000005,4.039197959,5.148606152,5.089070533,0.0,0.0,34.12,32.95,9500,5300,3100,6000,0.155,0.122,26.74,25.52,7.66,11.106,41.17,35.38,0,0,0,0,1,0,1,1,0,0,0,0,1092.0,544.4,39,86,190,162,0,3,16,29,0,0,0,10,0,0,14,14,0,3,0,3,0,0,2,2,70,83,20.9,0.4,6,6,9.9,12.0,225,12,12.0,3.0,3.8532,3.1122099999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
328,Br,Au,42.52782532,16.94706362,79.904,196.966569,332.0,3129.0,1.9,220.0,17,11,120,136,3120.0,19300.0,0.0,1.57,2.96,2.54,11.8138,9.225530000000001,1.4569999999999999,0.0,-1.5830253380000001,-3.20969261,3.8921164439999996,3.2204420519999997,4.9037594360000005,4.0575027310000005,0.0,0.0,29.48,16.7,3300,1100,6900,1000,0.474,0.129,75.69,25.418000000000003,5.285,12.55,65.14,16.96,0,0,0,1,0,0,0,1,0,0,1,0,265.8,1337.33,95,66,0,143,1,1,17,25,0,0,10,10,0,0,0,14,1,0,5,0,0,1,2,1,35,79,3.05,5.8,4,6,0.0,27.0,64,225,1.0,12.0,2.38875,2.94955,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0]"
329,Br,B,42.52782532,7.297767265,79.904,10.811,332.0,4273.0,1.9,320.0,17,13,120,84,3120.0,2460.0,0.0,1.75,2.96,2.04,11.8138,8.29802,1.4569999999999999,1.524,-1.5830253380000001,-6.677698154,3.8921164439999996,2.429779429,4.9037594360000005,3.0613302489999996,0.0,0.0,29.48,7.1725,3300,2900,6900,2000,0.474,1.026,75.69,11.087,5.285,50.2,65.14,7.75,0,0,0,0,0,0,0,0,0,1,1,0,265.8,2348.0,95,72,0,88,1,5,17,3,0,0,10,0,0,0,0,0,1,5,5,1,0,0,2,2,35,5,3.05,3.03,4,2,0.0,0.0,64,166,1.0,5.5,2.38875,1.7253599999999998,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
330,Ba,Br,64.96928167,42.52782532,137.327,79.904,2143.0,332.0,9.6,1.9,2,17,215,120,3510.0,3120.0,0.81,0.0,0.89,2.96,5.211664,11.8138,0.0,1.4569999999999999,-1.92352226,-1.5830253380000001,5.028899311,3.8921164439999996,6.336016099999999,4.9037594360000005,0.0,0.0,63.59,29.48,3000,3300,2300,6900,0.204,0.474,28.07,75.69,7.12,5.285,62.88,65.14,1,0,0,0,0,0,1,0,0,0,0,1,1000.0,265.8,9,95,223,0,0,1,2,17,0,0,0,10,0,0,0,0,0,1,0,5,0,0,2,2,56,35,39.7,3.05,6,4,4.9,0.0,229,64,8.0,1.0,4.35637,2.38875,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
331,Br,Bi,42.52782532,35.48345908,79.904,208.9804,332.0,1837.0,1.9,31.0,17,15,120,148,3120.0,9780.0,0.0,1.16,2.96,2.02,11.8138,7.2855,1.4569999999999999,0.0,-1.5830253380000001,-3.9736943999999994,3.8921164439999996,4.039197959,4.9037594360000005,5.089070533,0.0,0.0,29.48,32.95,3300,5300,6900,6000,0.474,0.122,75.69,25.52,5.285,11.106,65.14,35.38,0,0,0,0,0,0,0,1,0,0,1,0,265.8,544.4,95,86,0,162,1,3,17,29,0,0,10,10,0,0,0,14,1,3,5,3,0,0,2,2,35,83,3.05,0.4,4,6,0.0,12.0,64,12,1.0,3.0,2.38875,3.1122099999999997,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
332,Br,C,42.52782532,8.825089715,79.904,12.0107,332.0,4300.0,1.9,33.0,17,14,120,76,3120.0,2260.0,0.0,1.77,2.96,2.55,11.8138,11.2603,1.4569999999999999,4.496,-1.5830253380000001,-9.209713655,3.8921164439999996,2.242692341,4.9037594360000005,2.825615289,0.0,0.0,29.48,5.64,3300,500,6900,500,0.474,0.7090000000000001,75.69,8.517000000000001,5.285,117.4,65.14,5.67,0,0,0,0,0,0,0,0,0,0,1,1,265.8,3823.0,95,77,0,77,1,4,17,4,0,0,10,0,0,0,0,0,1,4,5,2,0,0,2,2,35,6,3.05,1.67,4,2,0.0,0.0,64,194,1.0,3.0,2.38875,1.4240899999999999,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
333,Ca,Br,42.9371873,42.52782532,40.078,79.904,1757.0,332.0,17.0,1.9,2,17,176,120,1550.0,3120.0,0.91,0.0,1.0,2.96,6.11316,11.8138,0.0,1.4569999999999999,-1.948329565,-1.5830253380000001,4.2272603239999995,3.8921164439999996,5.3260142660000005,4.9037594360000005,0.0,0.0,37.77,29.48,3900,3300,1500,6900,0.647,0.474,25.929000000000002,75.69,8.54,5.285,44.19,65.14,1,0,0,0,0,0,1,0,0,0,0,1,1115.0,265.8,7,95,201,0,0,1,2,17,0,0,0,10,0,0,0,0,0,1,0,5,0,0,2,2,20,35,25.73333333,3.05,4,4,7.4,0.0,225,64,12.0,1.0,3.89661,2.38875,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
334,Br,Co,42.52782532,10.99586068,79.904,58.933195,332.0,3200.0,1.9,180.0,17,9,120,126,3120.0,8900.0,0.0,1.75,2.96,1.88,11.8138,7.881010000000001,1.4569999999999999,0.0,-1.5830253380000001,-7.080389145,3.8921164439999996,2.7364067480000003,4.9037594360000005,3.447656463,0.0,1.5484712,29.48,10.245,3300,3100,6900,2700,0.474,0.42100000000000004,75.69,24.81,5.285,16.2,65.14,11.12,0,0,0,1,0,0,0,1,0,0,1,0,265.8,1768.0,95,58,0,125,1,3,17,9,0,3,10,7,0,0,0,0,1,0,5,0,0,0,2,2,35,27,3.05,7.5,4,4,0.0,75.0,64,194,1.0,12.0,2.38875,2.4802400000000002,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
335,Br,Cr,42.52782532,12.09293747,79.904,51.9961,332.0,2944.0,1.9,160.0,17,6,120,139,3120.0,7140.0,0.0,1.73,2.96,1.66,11.8138,6.76651,1.4569999999999999,0.0,-1.5830253380000001,-9.50571654,3.8921164439999996,2.8180802789999997,4.9037594360000005,3.550558664,0.0,0.0,29.48,11.19,3300,3100,6900,4100,0.474,0.449,75.69,23.35,5.285,21.0,65.14,12.01,0,0,0,1,0,0,0,1,0,0,1,0,265.8,2180.0,95,49,0,130,1,6,17,6,0,5,10,5,0,0,0,0,1,0,5,0,0,1,2,1,35,24,3.05,11.6,4,4,0.0,115.0,64,229,1.0,8.0,2.38875,2.46785,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
336,Cs,Br,117.4560158,42.52782532,132.9054519,79.904,944.0,332.0,1.6,1.9,1,17,244,120,1879.0,3120.0,0.55,0.0,0.79,2.96,3.893905,11.8138,0.0,1.4569999999999999,-0.85462646,-1.5830253380000001,6.140481453,3.8921164439999996,7.736521839,4.9037594360000005,0.0,0.0,115.765,29.48,6000,3300,6000,6900,0.242,0.474,32.21,75.69,2.09,5.285,67.55,65.14,1,0,0,0,0,0,1,0,0,0,0,1,301.59,265.8,5,95,264,0,1,1,1,17,0,0,0,10,0,0,0,0,0,1,0,5,1,0,1,2,55,35,59.42,3.05,6,4,0.0,0.0,229,64,8.0,1.0,5.32395,2.38875,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
337,Br,Dy,42.52782532,31.55699985,79.904,162.5,332.0,2840.0,1.9,41.0,17,3,120,192,3120.0,8551.0,0.0,1.22,2.96,1.22,11.8138,5.9389,1.4569999999999999,0.0,-1.5830253380000001,-4.601554453,3.8921164439999996,3.9680792780000003,4.9037594360000005,4.99946661,0.0,0.0,29.48,31.24,3300,9500,6900,3100,0.474,0.17300000000000001,75.69,28.16,5.285,11.35,65.14,31.6,0,0,0,0,0,1,0,1,0,0,1,0,265.8,1685.0,95,31,0,175,1,4,17,12,0,0,10,0,0,4,0,10,1,0,5,0,0,0,2,2,35,66,3.05,24.5,4,6,0.0,25.0,64,194,1.0,12.0,2.38875,3.52006,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
338,Br,Gd,42.52782532,33.04972431,79.904,157.25,332.0,3523.0,1.9,38.0,17,3,120,196,3120.0,7901.0,0.0,1.21,2.96,1.2,11.8138,6.1498,1.4569999999999999,0.0,-1.5830253380000001,-4.65442131,3.8921164439999996,4.002082249,4.9037594360000005,5.0423076689999995,0.0,0.0,29.48,32.05,3300,9500,6900,3100,0.474,0.235,75.69,37.03,5.285,9.67,65.14,32.98,0,0,0,0,0,1,0,1,0,0,1,0,265.8,1586.0,95,27,0,176,1,16,17,10,0,9,10,1,0,7,0,7,1,0,5,0,0,0,2,2,35,64,3.05,23.5,4,6,0.0,22.0,64,194,1.0,12.0,2.38875,3.58601,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
339,He,Br,37236.035560000004,42.52782532,4.0026019999999995,79.904,4.07,332.0,0.0,1.9,18,17,28,120,0.1785,3120.0,0.0,0.0,0.0,2.96,24.587387,11.8138,18.098,1.4569999999999999,0.0011354000000000002,-1.5830253380000001,2.908733088,3.8921164439999996,3.6647740460000002,4.9037594360000005,0.0,0.0,12.305,29.48,3200,3300,3900,6900,5.13,0.474,20.785999999999998,75.69,0.0,5.285,19.08,65.14,0,0,0,0,0,0,0,0,0,0,1,1,0.0,265.8,98,95,0,0,0,1,2,17,0,0,0,10,0,0,0,0,0,1,0,5,0,0,2,2,2,35,0.2050522,3.05,1,4,0.0,0.0,225,64,8.0,1.0,2.73717,2.38875,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
340,Br,Ir,42.52782532,14.14855047,79.904,192.217,332.0,4701.0,1.9,320.0,17,9,120,141,3120.0,22560.0,0.0,1.83,2.96,2.2,11.8138,8.96702,1.4569999999999999,0.0,-1.5830253380000001,-8.84851145,3.8921164439999996,3.051696628,4.9037594360000005,3.84489682,0.0,0.0,29.48,14.21,3300,5500,6900,9100,0.474,0.131,75.69,25.1,5.285,41.12,65.14,13.88,0,0,0,1,0,0,0,1,0,0,1,0,265.8,2739.0,95,60,0,136,1,3,17,23,0,3,10,7,0,0,0,14,1,0,5,0,0,0,2,2,35,77,3.05,7.6,4,6,0.0,210.0,64,225,1.0,12.0,2.38875,2.74055,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
341,K,Br,75.84786468,42.52782532,39.0983,79.904,1032.0,332.0,3.1,1.9,1,17,203,120,856.0,3120.0,0.65,0.0,0.82,2.96,4.3406633,11.8138,0.0,1.4569999999999999,-1.097539713,-1.5830253380000001,5.268200874,3.8921164439999996,6.637517176,4.9037594360000005,0.0,0.0,73.10666667,29.48,1700,3300,7200,6900,0.757,0.474,29.6,75.69,2.335,5.285,75.63,65.14,1,0,0,0,0,0,1,0,0,0,0,1,336.53,265.8,3,95,230,0,1,1,1,17,0,0,0,10,0,0,0,0,0,1,0,5,1,0,1,2,19,35,43.23,3.05,4,4,1.3,0.0,229,64,8.0,1.0,4.57083,2.38875,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
342,Br,La,42.52782532,37.53064612,79.904,138.90547,332.0,3737.0,1.9,28.0,17,3,120,207,3120.0,6146.0,0.0,1.18,2.96,1.1,11.8138,5.5769,1.4569999999999999,0.0,-1.5830253380000001,-4.927546185,3.8921164439999996,4.194456026,4.9037594360000005,5.28468344,0.0,0.0,29.48,36.8975,3300,9500,6900,3100,0.474,0.195,75.69,27.11,5.285,6.2,65.14,37.42,0,0,0,0,0,1,0,1,0,0,1,0,265.8,1193.0,95,13,0,187,1,9,17,3,0,9,10,1,0,0,0,0,1,0,5,0,0,0,2,2,35,57,3.05,31.1,4,6,0.0,14.0,64,194,1.0,12.0,2.38875,3.7199800000000005,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0]"
